浠ｇ爜,鍚嶇О,鏃ユ湡,寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
399106.SZ,娣辫瘉缁兼寚,1998/3/9,365.66,366.27,362.12,362.98,2446.22,254202800
399106.SZ,娣辫瘉缁兼寚,1998/3/10,362.45,366.27,357.35,363.8,2700.2,286974500
399106.SZ,娣辫瘉缁兼寚,1998/3/11,364.07,367.19,360.59,360.88,3394.88,339180500
399106.SZ,娣辫瘉缁兼寚,1998/3/12,359.71,359.96,355.62,358.03,2848.21,301205000
399106.SZ,娣辫瘉缁兼寚,1998/3/13,357.79,362.49,357.31,362.33,2812.7,284348800
399106.SZ,娣辫瘉缁兼寚,1998/3/16,363.62,366.89,361.81,366.77,3609.68,361858400
399106.SZ,娣辫瘉缁兼寚,1998/3/17,367.62,371.81,367.62,371.8,3916.55,413467500
399106.SZ,娣辫瘉缁兼寚,1998/3/18,372.4,372.69,367.47,367.76,3767.13,368838700
399106.SZ,娣辫瘉缁兼寚,1998/3/19,367.18,368.68,364.51,365.73,2929.14,309337600
399106.SZ,娣辫瘉缁兼寚,1998/3/20,366.1,367.18,363.5,364.92,2921.95,322565900
399106.SZ,娣辫瘉缁兼寚,1998/3/23,364.01,364.77,362.09,362.44,3277.05,402855000
399106.SZ,娣辫瘉缁兼寚,1998/3/24,361.99,366.75,361.99,366.59,3051.27,338047600
399106.SZ,娣辫瘉缁兼寚,1998/3/25,371.41,372.8,365.43,366.31,4463.77,427259000
399106.SZ,娣辫瘉缁兼寚,1998/3/26,366.3,366.49,363.91,364.32,3935.36,390135800
399106.SZ,娣辫瘉缁兼寚,1998/3/27,363.73,371.34,363.39,371.14,5706.96,509017100
399106.SZ,娣辫瘉缁兼寚,1998/3/30,372.93,381.46,371.27,381.32,6788.88,624883500
399106.SZ,娣辫瘉缁兼寚,1998/3/31,382.66,382.66,377.86,378.84,5703.46,516965000
399106.SZ,娣辫瘉缁兼寚,1998/4/1,378.95,381.8,377.95,381.65,5766.01,547189100
399106.SZ,娣辫瘉缁兼寚,1998/4/2,382.85,389.13,382.85,385.96,9990.33,985064100
399106.SZ,娣辫瘉缁兼寚,1998/4/3,385.67,391.31,384.74,391.19,7468.58,750967800
399106.SZ,娣辫瘉缁兼寚,1998/4/6,392.97,397.71,391.37,397.65,8863.2,905899600
399106.SZ,娣辫瘉缁兼寚,1998/4/7,398.39,399.13,394.96,397.07,8000.27,1440749000
399106.SZ,娣辫瘉缁兼寚,1998/4/8,396.73,402.44,396.65,402.39,9204.19,1083018100
399106.SZ,娣辫瘉缁兼寚,1998/4/9,403.73,404.57,394.47,396.45,9768.67,1257503200
399106.SZ,娣辫瘉缁兼寚,1998/4/10,396.24,402.74,396.2,402.7,9347.61,1322785100
399106.SZ,娣辫瘉缁兼寚,1998/4/13,404.42,406.95,402.92,405.04,10506.64,1151067200
399106.SZ,娣辫瘉缁兼寚,1998/4/14,404.61,405.8,400.65,403.01,6806.09,782790200
399106.SZ,娣辫瘉缁兼寚,1998/4/15,403.24,408.25,403.24,407.99,7235.23,808351900
399106.SZ,娣辫瘉缁兼寚,1998/4/16,407.64,408.78,404.73,405.53,8186.04,858605300
399106.SZ,娣辫瘉缁兼寚,1998/4/17,404.33,404.33,396.99,399.05,6694.81,710384700
399106.SZ,娣辫瘉缁兼寚,1998/4/20,396.3,399.68,393.84,396.74,6264.33,693320000
399106.SZ,娣辫瘉缁兼寚,1998/4/21,397.05,400.98,396.39,399.18,5046.9,592684400
399106.SZ,娣辫瘉缁兼寚,1998/4/22,399.69,408.34,399.69,408.23,6935.31,708718400
399106.SZ,娣辫瘉缁兼寚,1998/4/23,409.85,410.51,404.45,405.12,6966.22,942796400
399106.SZ,娣辫瘉缁兼寚,1998/4/24,404.98,407.93,401.73,402.3,7299.07,833045600
399106.SZ,娣辫瘉缁兼寚,1998/4/27,400.64,403.12,398.79,400.21,8748.31,886158400
399106.SZ,娣辫瘉缁兼寚,1998/4/28,401.51,407.94,401.51,407.82,8077.55,1009002700
399106.SZ,娣辫瘉缁兼寚,1998/4/29,409.56,410.42,406.46,408.41,7127.51,865556000
399106.SZ,娣辫瘉缁兼寚,1998/4/30,409.25,413.38,409.1,413.27,8069.71,986606500
399106.SZ,娣辫瘉缁兼寚,1998/5/4,416.08,420.73,416.08,420.64,10471.55,1208255700
399106.SZ,娣辫瘉缁兼寚,1998/5/5,422.38,423.04,419.8,422.86,8352.04,859492500
399106.SZ,娣辫瘉缁兼寚,1998/5/6,422.89,422.98,418.75,422.45,7839.95,770247000
399106.SZ,娣辫瘉缁兼寚,1998/5/7,422.63,425.54,415.05,415.06,9555.33,905711400
399106.SZ,娣辫瘉缁兼寚,1998/5/8,413.27,423.4,412.85,423.33,9403.41,1006789100
399106.SZ,娣辫瘉缁兼寚,1998/5/11,425.43,425.82,420,420.73,10503.77,1112621800
399106.SZ,娣辫瘉缁兼寚,1998/5/12,420.75,421.08,416.13,419.32,8192.84,1024157300
399106.SZ,娣辫瘉缁兼寚,1998/5/13,419.78,425.52,419.78,425.34,9007.99,1113162800
399106.SZ,娣辫瘉缁兼寚,1998/5/14,427.06,427.99,423.95,425.27,9301.05,1238142200
399106.SZ,娣辫瘉缁兼寚,1998/5/15,426.98,429.37,422.78,424.66,8397.17,1059487800
399106.SZ,娣辫瘉缁兼寚,1998/5/18,426.04,427.04,423.12,425.14,6539.7,819288300
399106.SZ,娣辫瘉缁兼寚,1998/5/19,425.59,426.33,421.53,423.96,6369.59,682133600
399106.SZ,娣辫瘉缁兼寚,1998/5/20,424.54,424.73,420.22,421.5,5637.09,604940600
399106.SZ,娣辫瘉缁兼寚,1998/5/21,421.19,426.16,420.16,425.13,5934.54,610828100
399106.SZ,娣辫瘉缁兼寚,1998/5/22,426.46,429.48,426.46,428.56,7382.59,744971300
399106.SZ,娣辫瘉缁兼寚,1998/5/25,430.08,432.96,428.32,432.77,9256.66,939450700
399106.SZ,娣辫瘉缁兼寚,1998/5/26,434.15,434.68,431.55,433.31,8064.03,817875900
399106.SZ,娣辫瘉缁兼寚,1998/5/27,434.39,435.95,433.36,435.79,8699.23,828377200
399106.SZ,娣辫瘉缁兼寚,1998/5/28,436.69,437.19,432.63,433.43,7754.68,847574400
399106.SZ,娣辫瘉缁兼寚,1998/5/29,434.1,436.39,434.1,436.33,7639.68,757296700
399106.SZ,娣辫瘉缁兼寚,1998/6/1,438.07,439.78,436.43,439.28,8853.81,842813400
399106.SZ,娣辫瘉缁兼寚,1998/6/2,440.04,440.46,434.93,438.88,7298.6,727111700
399106.SZ,娣辫瘉缁兼寚,1998/6/3,439.45,441.15,438.59,441.04,6932.52,722740100
399106.SZ,娣辫瘉缁兼寚,1998/6/4,441.47,442.04,436.39,437.58,6829.15,670093300
399106.SZ,娣辫瘉缁兼寚,1998/6/5,437.21,439.97,430.84,437.37,7098.1,684224800
399106.SZ,娣辫瘉缁兼寚,1998/6/8,438.7,439.68,436.3,437.1,6487.76,589907200
399106.SZ,娣辫瘉缁兼寚,1998/6/9,436.3,436.3,419.15,423.11,6639.3,673621900
399106.SZ,娣辫瘉缁兼寚,1998/6/10,421.68,427.83,419.33,424.31,4782.24,459415100
399106.SZ,娣辫瘉缁兼寚,1998/6/11,424.04,424.29,414.97,415.01,3867.23,383172200
399106.SZ,娣辫瘉缁兼寚,1998/6/12,424.99,428.13,421.83,427.91,5198.27,480671400
399106.SZ,娣辫瘉缁兼寚,1998/6/15,428.84,428.96,418.54,420.49,4778.69,448320700
399106.SZ,娣辫瘉缁兼寚,1998/6/16,419.69,419.69,407.13,416.84,4678.07,472389400
399106.SZ,娣辫瘉缁兼寚,1998/6/17,417.06,420.11,414.57,415.35,3584.38,374345300
399106.SZ,娣辫瘉缁兼寚,1998/6/18,416.66,421.81,416.66,420.86,3911.11,427909900
399106.SZ,娣辫瘉缁兼寚,1998/6/19,422.05,427.49,422.05,427.38,4671.19,425504300
399106.SZ,娣辫瘉缁兼寚,1998/6/22,428.21,428.95,427.11,427.98,5847.31,537690200
399106.SZ,娣辫瘉缁兼寚,1998/6/23,427.7,427.7,424.88,426.83,5704.32,492292600
